sample_index,label_row,sample_id,video_id,clip_id,video_path,video_sha256,wav_path,wav_sha256,transcript_lab_path,transcript_lab_sha256,textgrid_path,textgrid_sha256,openface_csv_path,openface_csv_sha256,feature_sha256,original_word_count,valid_length,was_aggregated,alignment_method,face_detection_failure_rate,wav_duration_s,wav_video_duration_gap_s,openface_frame_count
22,24,-dxfTGcXJoc$_$0,-dxfTGcXJoc,0,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/0.mp4,04bd0be907fb46c613f926fe1b06bc2c3b30881c293156510baa34a4105ade55,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__0.wav,682564307730d3490c97357fd52d63fc0e1ae6e33aacd7f409088bd1c14c312e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__0.lab,dd1b357c854fe09b9b11daf4c409da9d0c68dc4dfe8f39ec33b678eff9c72eb2,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-dxfTGcXJoc__0.TextGrid,f2f09583894ca7e424f3628b69dacf23bda78e86c98f7d68f6ad73ebcb968fcd,/Users/wangyiming/Desktop/E题/problem1/work/openface/-dxfTGcXJoc__0/0.csv,b8c6ccd95392989450087f6df900f440a81b3d61323a2bb7182bcd9138022f71,1dd47a81ad1a4a3d6d6eada51329950d51ce2ef5da4130557545bdb33a8688b8,42,42,False,mfa_forced_alignment,0.2341463416814804,20.410375,0.08962500000000162,615
23,25,-dxfTGcXJoc$_$2,-dxfTGcXJoc,2,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/2.mp4,46a5e523b5dd00364c99a3bcbc6fae4c80e1382a84b5b5e681c46eb074ed10f7,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__2.wav,2df9c059e706ec2d377aa25238ad92b4cf4c61c27bd3e028abd703e1bde903f7,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__2.lab,1708e30ea76a26313951d45b226534d33ea83096e578fd2b93e3d214189e498e,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-dxfTGcXJoc__2.TextGrid,c2b789661c6fd5160c909360681fab0b591ff0e472d4891bbedd238ac3d2ed31,/Users/wangyiming/Desktop/E题/problem1/work/openface/-dxfTGcXJoc__2/2.csv,5fccd6c6c2c8870aa2dafb66bcc0fc31dbabf39a22d416298d238d7d05588e9f,1df6242e03fe92a384bc8a810c704bf59152d54d35e136bc09a7b39c9f6ebe62,35,35,False,mfa_forced_alignment,0.0,16.6331875,0.06479450000000142,500
24,26,-dxfTGcXJoc$_$6,-dxfTGcXJoc,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-dxfTGcXJoc/6.mp4,55c1ff86729ab21da743a5107ed07b220e41b4193cd1c0ba9f009e65c3ab0513,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__6.wav,2a545a7d9fb90cb22d4ce1c865deec4ed9aca2ab1a462b651bbdfe5ed13d5b9b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-dxfTGcXJoc__6.lab,96dd96bd10375f17b3ea38846c7c1e86c3bde252bb4bc8a2d40e85d61b5917ca,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-dxfTGcXJoc__6.TextGrid,a7282e28432616faf2df48e371c67fbc44adbadcb4ab880b2da0a083b1e75e3a,/Users/wangyiming/Desktop/E题/problem1/work/openface/-dxfTGcXJoc__6/6.csv,1e7c7df2e7f424e7f344d46ee2776c416c09e38718fb72f6a04c3fcf0b7456d2,571a81b1642726a93e45b197895931aaffcfc5a3f07b70f2f259a5068f734f09,28,28,False,mfa_forced_alignment,0.0,12.6284375,0.10658849999999909,381
25,27,-egA8-b7-3M$_$26,-egA8-b7-3M,26,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/26.mp4,11f78aed680ea9c5862a15e04ff6c1f8776c46d29c98b68d28773ff39d959685,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__26.wav,0b574e320c9b9af53bf8ab1f4d5f79892358c5a3d35dde9420b68c3edb6f12ea,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__26.lab,d169aded767cf41434abca1034babd7eafe201afc94371aa9a7117cd336a1027,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__26.TextGrid,5c18d8e7c5c96e43f3c7d0fd12ceec46e89629cf816944f6ce179172111cf363,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__26/26.csv,04368e9f56342d6d29a36d39696d5065cc8de2f0c36389062a3ce807f7286610,1bf433251b225d71ff89cb0a84ff6f02ba2e53d67b0ea814458f7a09daff2a6d,15,15,False,mfa_forced_alignment,0.0,5.9205625,0.11042750000000012,179
26,28,-egA8-b7-3M$_$17,-egA8-b7-3M,17,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/17.mp4,f967e81e0edd51c3700671721afb3fbecbbc32652f27d2db40ea444e8d80c68f,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__17.wav,3ae8f87c6a279c0e1318bd2876cff222b1f0ad6fb7befb42bd95d9b788a69dee,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__17.lab,6090ed46e13d1932eb01a672f8babf951129383f10be49dbbc72d20532c715d5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__17.TextGrid,44e055c46796e4890fb581e85f57e9c1d1e3bce841ebfadde750fefaf688d7f1,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__17/17.csv,bc5fe69bab45d3dd2fb43a9895a98c28c29f07f6c389b273519bd4474b986256,fffe03caa3658c2ed5bf90a0b0b2da088a3a9d736735b1daada2681f925614b8,16,16,False,mfa_forced_alignment,0.0,7.09525,0.17577900000000035,215
27,29,-egA8-b7-3M$_$18,-egA8-b7-3M,18,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/18.mp4,fd4bc95a6adfb16a9588b7ed65cc2812186ce3d607804dc76f4486312951ef90,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__18.wav,6970786a72318d0a4bb4edffeefd009774c05f676475193e525928fac0075603,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__18.lab,67a353990df9ec38785c6dc6abe146a1ac536ba1b89c4f0ed0409481d55ef712,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__18.TextGrid,306ec1671638f47109cdcc7cb6ba6fe2d818bdbd59f77b9f86c00dd52f201521,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__18/18.csv,9d502668f283ec0a3a5b646ff46e8427fe1e14a64fece19d09bddb63e1551506,79644c96bab5be44cca2debd40c26b131b1b82afcc35c3f46c25263710a94316,22,22,False,mfa_forced_alignment,0.0,8.2656875,0.12031550000000024,250
28,30,-egA8-b7-3M$_$16,-egA8-b7-3M,16,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/16.mp4,4c015f85e3bd901ecedde8c0c2ca4a756d9a77dfe4177625c481581f2037ff9c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__16.wav,debb05f785d6f3efe537470dbf2150740f7b161190f604c7382e13fb18e55e65,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__16.lab,d0f4295a4d8a73ed86ae13f2efa2fe3b783fe6c6149c9c3cf098857033bcb29a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__16.TextGrid,f9b2f26fe0535ec1a946ad18aaa2ed55bb061a3296e70d6e71a596b59b926231,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__16/16.csv,cfa2777a5d55e205a1b69c7b0de52f86f2ff36ef7e08ff322f9b8d62c89e298c,652575f5c35f2204ec7a26abcb3b49c360b2f0b394942259f8a6d4a48822b330,11,11,False,mfa_forced_alignment,0.0,5.483,0.05502099999999999,166
29,31,-egA8-b7-3M$_$13,-egA8-b7-3M,13,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/13.mp4,cbd627c225ebca37521ae238cb9ec254cad236822f4f37ebfbb039e6c56aea4c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__13.wav,d9434296ccb07f028bac0d6326052ff12093f5066d9655e1159a9d1a3cb464ce,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__13.lab,38c009285e50afb4d1b9a7116de382d0ae830c4d69650dcf675ee2c0c51ac0a0,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__13.TextGrid,333f00b647f49664c27cd0f4ab118ac5bddba6210946ebd8247783b7b867fd42,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__13/13.csv,cee8785d22d8e49abb27309c981e2a5e4528e2375e914836cd83a45af3c1c7c0,c8316a7106987dcbe662b38f8bdb157b28822c1ea15cf50cb63a9366df4318ee,11,11,False,mfa_forced_alignment,0.0,4.023875,0.1601089999999994,123
30,32,-egA8-b7-3M$_$1,-egA8-b7-3M,1,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/1.mp4,589a7989b1b4888568c31614a2d6beefba88fb87289c85b94df2d8051500403b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__1.wav,5b4537bd9f5718b403b69a6412a3a67e1710ac00af3a7c8e7bab57c0f0102d76,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__1.lab,e7427cf09feb4ec22e50d595878cbbaf4c8a6379573f5dcd2037af218797d29b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__1.TextGrid,97ba1382bac974ac9a45edbfdaa862c0c38692d69c430a8c1fb436fba64a7743,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__1/1.csv,b46957f229baedfbe4ef03147e88b4582f35bd7e8a9b13d5eede99f426dd3cc8,a82ac5a6b8923c88b861266b8152d3201e7683bde91625904eca0c768bd90d23,20,20,False,mfa_forced_alignment,0.0,10.15625,0.10976600000000047,306
31,33,-egA8-b7-3M$_$6,-egA8-b7-3M,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/6.mp4,2e88a00d5e55863aa956b4b0949fc0e4f2975ccfd83b3194957f6fca86ecfce0,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__6.wav,28d0adfc746250acb4065fc698d35309f010258a82584760dcc6fd6664e698f9,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__6.lab,6b30dc3ccc56ecca6dc8578debd190c85aee5b5c49f0bca4c554a9f69b754baf,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__6.TextGrid,e379ca2110770e3934ba8ed47aa2b4ad0435424bc1cb093aa98638ba64ca936f,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__6/6.csv,a6be200c19a931363ce6516d31dc90913bece9080806f1fd86fce351fe5d7bd2,916df021ee34c89e0c9f029916ff4d3bfbfacbe154159c9ab3963dc418f65f3a,12,12,False,mfa_forced_alignment,0.0,6.183125,0.08184899999999917,187
32,34,-egA8-b7-3M$_$9,-egA8-b7-3M,9,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/9.mp4,bcd643f328616312eae9b28e6c9aabbe8acaec3e4c4be58daeb45e3eee4d973c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__9.wav,19bea87b0f68240fc12b14ac3c4471d280c304901c6192f8113771d81ac926c8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__9.lab,3b578d4fc31a3919574c4b2ba1ec7b566bf718bb08b47e25f1a20c7d3b5678e5,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__9.TextGrid,3a4ea9901eb328cafb5e3678283e33c33a4f599aa1fe1501166c718d208a8b62,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__9/9.csv,9d42131fbaa469d85fb6c9f42d566e6820a47cff6841b90bd642ed17310e0078,550427fdd76537ffe09bb02ed511d364ee1420d0f1b445d7b31884800726a1bc,10,10,False,mfa_forced_alignment,0.0,4.936125,0.15384900000000012,150
33,35,-egA8-b7-3M$_$20,-egA8-b7-3M,20,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-egA8-b7-3M/20.mp4,719ef133920e74b3ea33925d2bca0270b062199116867568f88ac83cadcd74e8,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__20.wav,f0c30fa8f2eb2dc124b2ac7027785201a6636eb99caedd90d629548d23a4a23b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-egA8-b7-3M__20.lab,293c08a70bb53e44b634ed352b8bbb2dec9d90b61558cad0128a01776f478e60,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-egA8-b7-3M__20.TextGrid,6ada8b366fad17ae902e98d68896fc764f1eb455927a6062d506fc8e81cb1a58,/Users/wangyiming/Desktop/E题/problem1/work/openface/-egA8-b7-3M__20/20.csv,e05d42f4970d5227bd13070093e040db8da146246b6f2f2bcf2eeaf24f7dfacc,5b4f7da88a22e5f3aee2f5843b658806be8e0c2427db28d0b1495a56b42b0a3b,20,20,False,mfa_forced_alignment,0.0,6.4744375,0.1705495000000008,196
34,36,-iRBcNs9oI8$_$3,-iRBcNs9oI8,3,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/3.mp4,39c547acd1a8da2ebc6c6ab008191a5676420398a974cd9611cad087f0ccec50,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__3.wav,629890e72b39f8a4599e78947cced041cdd7f71897651eeee74f76a8d724d1a1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__3.lab,d3f9920372d3af958779f453719cc40fb39df887e1afcd9ad26ed5d28374afbd,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-iRBcNs9oI8__3.TextGrid,811490099d3e79fb23eb3cb33850f3d58b7a44507e30e0f0d0efb932fa1d3a2c,/Users/wangyiming/Desktop/E题/problem1/work/openface/-iRBcNs9oI8__3/3.csv,ca62059baf9453b8b567878baab835db050a4b9e9cc3618a7550c8fe41ab4fa2,a5198d3440abbe132764da3137cc77c0e2464545bdc86fa9f374bfd98a50f875,8,8,False,mfa_forced_alignment,0.0,5.53825,0.08275000000000077,167
35,37,-iRBcNs9oI8$_$7,-iRBcNs9oI8,7,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/7.mp4,cc7b1c7a06ec41d72007b5c42fb8036f30b66d5cf76e3f093160c22fc5e38081,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__7.wav,fe06b268719e9206e1f0836f5586acadc610188c5ea145551240478a604c739c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__7.lab,fa20ad4351f1fb1ed559e9277fa91157ba42c85f75d181a553dab962916030b1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-iRBcNs9oI8__7.TextGrid,c600376bbb0cf000e55cb958960b84436ac0b10fccdcc1831907d09ecdf406af,/Users/wangyiming/Desktop/E题/problem1/work/openface/-iRBcNs9oI8__7/7.csv,04543a95a38305cf90f2dd8067e4642e4d3f483dfe4bee875efcaaf711a2683a,6c6bc0f590a7bf0b347bab7f7c63529464ac2b3294036c21e0bbec1da8a66e19,9,9,False,mfa_forced_alignment,0.0,4.00575,0.09825000000000017,120
36,38,-iRBcNs9oI8$_$6,-iRBcNs9oI8,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/6.mp4,030b0b8d8d4ae47799432ab71b66fcc881f077c5b0feef892c1f146dc0a592e3,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__6.wav,8f5ef164df978de4d81ae1b4a8d031b5daeba9e074ca87f986c5d1afa5df3de0,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__6.lab,48a57bfdb2a71dcfff548cbcb9db0f61fff228c746553dc820e9913be0b3f1ee,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-iRBcNs9oI8__6.TextGrid,2d7027c06449b21a1b8be4eb28d8dcd8deb7f8cb223d8ea6befd2e4b844cd753,/Users/wangyiming/Desktop/E题/problem1/work/openface/-iRBcNs9oI8__6/6.csv,de8e5aaceb2876fa5ee139978cc985f5ccb5a0123b88731c5daddbe671a810cc,1b4be378e0ad136fdde95a3806b91cf68e8ccc546ec7305cac7cd4268f81f8c4,5,5,False,mfa_forced_alignment,0.0,2.8204375,0.08256249999999987,85
37,39,-iRBcNs9oI8$_$9,-iRBcNs9oI8,9,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/9.mp4,352bdcc73d3622d6abac1b09f2039b211d15b9bf7acee66f0b07783c9b7a4c74,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__9.wav,9c7536f037fd49a9fa16da9baa7f6802e1273fdb4daea46de9c0553be6613be7,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__9.lab,57a803cd978e761cc1ad0303fd0f76d79e04c45d75996361ca628388e0d59e7d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-iRBcNs9oI8__9.TextGrid,30b91b8a05dd3fcbb417a67e37fe18a5fff5f5b40dbae07fec3b7cde2706f7ab,/Users/wangyiming/Desktop/E题/problem1/work/openface/-iRBcNs9oI8__9/9.csv,bb55d4f39b2805d3df3f3d8127d313342e2ac4325e5db8e6422ceff5b0eaa5a7,d75d4318359e7163dab01702675b3d3fe13762d1ee198a980ad52665e53195cf,5,5,False,mfa_forced_alignment,0.12745098769664764,3.3740625,0.04193749999999996,102
38,40,-iRBcNs9oI8$_$8,-iRBcNs9oI8,8,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-iRBcNs9oI8/8.mp4,72a49e3da2862addcde033bd2fbae957d086533664ca4dcbccd3a851bcd50412,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__8.wav,617678b4616ec32a552abafa152de484fd80e739df6bc09618c6d94272b87e67,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-iRBcNs9oI8__8.lab,bba1a8c972aeb810830435c5d13b4b656ef266cde707af40f5efe48bf3b6a188,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-iRBcNs9oI8__8.TextGrid,dba3c9622975e5c662bd7ed2e6ebda3e696c8793d20ea5c02977adad7778d63c,/Users/wangyiming/Desktop/E题/problem1/work/openface/-iRBcNs9oI8__8/8.csv,3d06edc7d1a899d8aaefd8a9cc95095d39c109d7ed8779eda06217ce1b84db75,81d43aa4b78601ce9a647ae26b339db0359ee62901973082bb8a88f35e77cfca,21,21,False,mfa_forced_alignment,0.0,8.0260625,0.06693749999999987,241
39,41,-lzEya4AM_4$_$5,-lzEya4AM_4,5,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/5.mp4,3b74de8d0e66fd754594f05985e5af3480adcc03555f79225d3b727cb4bed043,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-lzEya4AM_4__5.wav,3ec1b8a31a2af6a3946b04844b70be3d84a2a4a15c3802316d2b4b2318250af3,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-lzEya4AM_4__5.lab,0448cfed7ea5f7474f77b38ffac714614c3f8289be8163515788e5c6d890adef,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-lzEya4AM_4__5.TextGrid,f642bce0ddd6adb6908c47f7cde9d7b7966b6f470de119753188ba8494862650,/Users/wangyiming/Desktop/E题/problem1/work/openface/-lzEya4AM_4__5/5.csv,ad6b3ac20b49312844a09f824fd6bbc656452c303c9a5d440d7adbfef4a92b9a,8c22e6e46e98690bd9572c106562aa5af433e805b57aa9d94feb119ddb460648,19,19,False,mfa_forced_alignment,0.0,7.5696875,0.10531250000000014,229
40,42,-lzEya4AM_4$_$6,-lzEya4AM_4,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-lzEya4AM_4/6.mp4,ff5da5afb551001d58100ed2471caea51c741046d5396957efbf40082307ca18,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-lzEya4AM_4__6.wav,9eb83d86f18641ebd98ca1ffcf3caf107f320cdb1fad37ee5c675de18d9fc2c9,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-lzEya4AM_4__6.lab,2b811ffbf4a3d2b28a0dd1cea798cea416028526f783b7ee2c8b4f5e5afb1b14,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-lzEya4AM_4__6.TextGrid,14bd7dea99f0acfaaf33e4444a01b089d90bb1eba701fdebc2f0ce6cdf5e8319,/Users/wangyiming/Desktop/E题/problem1/work/openface/-lzEya4AM_4__6/6.csv,1d11e263ea82d5f85cf6d73c5f3f7c100e56b4cab6eab48afdc33ce5cf39df22,d743a438b97886ab6528a129561bd49b7b7f06fe6721d72a892bc58841e4a2cb,43,43,False,mfa_forced_alignment,0.0,14.740375,0.051617000000000246,443
41,43,-mJ2ud6oKI8$_$1,-mJ2ud6oKI8,1,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/1.mp4,c8e3acb4ca08679796c4c8cdfcd8c2b3cffc0465015efaffa1eccdb55ff4f45b,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__1.wav,c7fd569d63503669fec80e1f4bc0a3e3684f4cedea6e47df737acb95a7a29d1c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__1.lab,2116c3f10a7179fc32b99cc8b64baba4d3eebe887393031c50a3d00028cd694c,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-mJ2ud6oKI8__1.TextGrid,dbec9b02ef272e207ac4930da109fdd05c8ce2261e136b872c813a9c0fa2cced,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__1/1.csv,18ec0c9eec768e14f3cd3fc8e78bf65eab585199638757c2858a0a4620a1eefa,369ac49775ac1ba0143e0f9b086ef76209d5748ad72c29105bc0f4a7c63f5934,13,13,False,mfa_forced_alignment,1.0,6.0545,0.048499999999999766,182
42,44,-mJ2ud6oKI8$_$2,-mJ2ud6oKI8,2,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/2.mp4,c41790f8b75f886bd1f5d6d72cbab1985306d0b715e5ae47203f3d0c8a3e7b28,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__2.wav,fd78c411ed0f1ae90239b7390cecce4ec957b6f38b6d1a7405c1fdcb9705fe64,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__2.lab,ee2e3fe327d6ac66753a62fbfb1237a9a23b6f9ca18673b982a07df443b91303,,,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__2/2.csv,3eaee5fcd681751804548eba35fee00f28b3a0bf5007fcc42e8c098ecc902be8,38c8f350ef5f1ecb2b27bccd75459f81c370e78cd228e695aa6da9bc99857a6b,11,11,False,uniform_text_timeline_fallback,0.4502924084663391,5.7016875,0.02931249999999963,171
43,45,-mJ2ud6oKI8$_$6,-mJ2ud6oKI8,6,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/6.mp4,134a3a4ebbc423760133b0da0e90cfe84d75ea85df3968000afd84153c5d828d,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__6.wav,ce9766321fb43d592c543e0219eb66260f1d25895ca0d472d1cc7a8c5d982ba1,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__6.lab,6785f081a64e22432364f7b52ecbfdb21d5c15a7154d482eecb8e2db75919d18,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-mJ2ud6oKI8__6.TextGrid,3cefcdf6570bdbc9deb916846755c9a9192a915367c7ac0ffae934284414b3a7,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__6/6.csv,1987ccf9a74e57c7b93a76c9e9e41602a5e274a6f7a17dfdf59f01af784ea07d,fc0b3a891b5ef2e82a6220f6729eafd46f3ee0c1a9172d1ff494ce25a7dfd326,5,5,False,mfa_forced_alignment,0.0,2.228125,0.028875000000000206,67
44,46,-mJ2ud6oKI8$_$9,-mJ2ud6oKI8,9,/Users/wangyiming/Desktop/E题/E题数据/附件1-数据集原始多模态样本/MOSEI数据集部分原始视频-100条/-mJ2ud6oKI8/9.mp4,df3442f3ed8f894b507923e87e426ae9636790a4a502d00c350a215270cc3e47,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__9.wav,6b0fa68d2700cf50070e01056f6e004a91ab19b05474cf9528c8c89318f8994a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_corpus/-mJ2ud6oKI8__9.lab,57b5b85a9fbfdfe6a0d6770cc062e07dfdb80434ca41aa383c175bf87e58032a,/Users/wangyiming/Desktop/E题/problem1/work/mfa_alignment/-mJ2ud6oKI8__9.TextGrid,e4d8be59b61e074d15a61f1096d49eb7e7c9416e13926aeb18c70683c6640d5e,/Users/wangyiming/Desktop/E题/problem1/work/openface/-mJ2ud6oKI8__9/9.csv,23a6d99b40ce4c011cb99b264814b9848f75829167b8bbdffa00cb2dea5868da,f5b3630f9f8bebd61fafd069524875d313cc24a80bb31338409445ae81cf5c21,22,22,False,mfa_forced_alignment,0.0,6.90875,0.12424999999999997,208
